Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs
haircare,SKU6658,82.91067616074294,73,722,6404.581098403827,Unknown,22,25,27,6,Carrier B,3.5306547016971184,Supplier 5,Bangalore,13,985,28,46.94462460737783,Pass,0.5872641781635191,Air,Route C,992.6319077416848
haircare,SKU6659,68.81880803893378,23,159,5304.105521232047,Unknown,28,12,66,7,Carrier C,9.526936350486901,Supplier 2,Delhi,30,612,25,68.1070023670701,Pass,4.939255288620948,Road,Route B,103.91624796070496
skincare,SKU6660,14.233993117931803,34,193,9866.465457979695,Male,58,9,74,4,Carrier B,1.1255342473813954,Supplier 1,Delhi,19,310,8,24.712508242923192,Fail,0.4011857238486285,Air,Route C,350.5427571204648
haircare,SKU6661,57.91285362680636,38,710,4767.134137610642,Non-binary,55,29,41,6,Carrier A,2.33788845283452,Supplier 1,Bangalore,5,517,25,69.00808150716983,Fail,1.6841781859324163,Road,Route A,440.8363611113234
skincare,SKU6662,43.10743218191015,78,330,9465.795876627915,Non-binary,52,14,96,9,Carrier B,5.303968241675118,Supplier 2,Bangalore,30,572,11,78.01435965769672,Pass,3.1397952793132786,Air,Route B,787.7472996719652
cosmetics,SKU6663,1.6999760138659377,25,11,2784.560551926855,Non-binary,50,18,22,10,Carrier B,2.4088739928878997,Supplier 1,Delhi,28,671,7,64.61703098331276,Pass,2.1048499963641767,Road,Route A,190.52727297570215
skincare,SKU6664,18.83081832523308,39,428,2459.2341202558305,Unknown,96,15,3,2,Carrier C,9.92981624527726,Supplier 1,Kolkata,1,433,15,48.96834591828038,Fail,1.2573170026489913,Sea,Route B,443.1508694032459
haircare,SKU6665,99.1713286386242,55,233,8508.2796605244,Unknown,67,21,12,5,Carrier A,1.0134865660958965,Supplier 5,Mumbai,11,341,18,60.710221994023264,Pending,3.1150477069634683,Air,Route A,535.4823844791564
cosmetics,SKU6666,30.20276886029681,1,8,8477.21433518038,Unknown,38,21,54,7,Carrier B,6.553568382836723,Supplier 2,Chennai,4,583,1,37.65423868663211,Pending,2.261767959423502,Road,Route B,409.0164949939847
haircare,SKU6667,91.66870297585096,1,8,4703.5273891980305,Non-binary,20,14,24,8,Carrier A,5.290732407080335,Supplier 5,Kolkata,11,528,14,99.46610860359912,Pass,3.6271184936838567,Rail,Route B,103.91624796070496
haircare,SKU6668,88.89242489375391,39,996,9866.465457979695,Non-binary,67,2,25,1,Carrier B,8.05314048592848,Supplier 1,Chennai,16,954,2,3.252039052952391,Pass,3.0685169540964647,Air,Route A,616.3611800552292
skincare,SKU6669,66.78730469087381,48,313,1061.618523013288,Non-binary,45,14,10,7,Carrier B,3.834708132963515,Supplier 2,Bangalore,15,550,20,1.0850685695870688,Fail,1.7132311375162206,Rail,Route B,322.95449686842176
skincare,SKU6670,51.792732783121295,100,658,4864.529504427126,Unknown,72,18,90,4,Carrier A,9.92981624527726,Supplier 1,Kolkata,10,566,8,63.48363963849693,Pending,2.5932288251391458,Rail,Route B,207.36926790958722
haircare,SKU6671,1.6999760138659377,26,553,5868.698874565055,Female,57,17,39,10,Carrier B,1.0134865660958965,Supplier 2,Mumbai,25,591,21,5.39478337262419,Pending,1.7490898408858675,Rail,Route A,146.05607098314732
cosmetics,SKU6672,86.05627244412281,56,129,8544.328260234888,Unknown,60,23,80,3,Carrier C,1.0134865660958965,Supplier 5,Mumbai,13,357,26,17.511083727751256,Pending,1.735419182490422,Road,Route C,920.1827880503479
skincare,SKU6673,57.666211236302495,51,368,6589.751740507601,Female,52,7,32,6,Carrier C,2.8262935702493888,Supplier 4,Delhi,23,357,1,40.63236166751837,Pending,2.568479444250777,Road,Route A,808.8214681633885
haircare,SKU6674,69.30572550856955,20,569,2633.972006708132,Unknown,36,22,44,5,Carrier A,7.690263818297796,Supplier 1,Kolkata,10,802,15,96.81455438273713,Fail,1.4617062617492547,Rail,Route C,532.1208947398336
cosmetics,SKU6675,62.04031655153267,50,763,7607.092169195009,Female,28,7,43,8,Carrier B,6.9679472879687765,Supplier 3,Kolkata,30,685,9,66.77255545788447,Fail,2.578760414194929,Road,Route C,234.76244996817962
haircare,SKU6676,53.26791500443217,100,582,7668.660030985849,Male,0,13,53,6,Carrier C,4.551698726849475,Supplier 4,Mumbai,21,420,12,1.0850685695870688,Pending,3.3472189138933315,Rail,Route C,937.3436890241824
skincare,SKU6677,99.1713286386242,69,397,7623.989176011264,Non-binary,0,8,42,9,Carrier A,4.898894879414646,Supplier 5,Kolkata,6,276,16,9.084386985953707,Fail,1.916412124095252,Road,Route A,574.0758086936303
skincare,SKU6678,68.22545234197202,61,406,9247.65064659818,Female,73,17,56,1,Carrier A,4.819828868024435,Supplier 5,Mumbai,22,490,30,25.422470108042845,Pass,4.548439145446619,Air,Route B,554.5965768565229
haircare,SKU6679,13.79329379466121,37,793,7494.470861930082,Female,52,20,49,6,Carrier B,5.525339631288006,Supplier 3,Delhi,1,323,9,40.46958541717898,Pending,1.1680880122568336,Sea,Route B,729.7400503443471
haircare,SKU6680,33.24726226515418,1,311,6258.859951171279,Non-binary,46,7,29,2,Carrier B,1.1197579564457927,Supplier 2,Chennai,14,579,12,96.53893966109703,Pending,1.8162670437561665,Air,Route A,369.90844496215936
skincare,SKU6681,69.04699597604079,40,561,9866.465457979695,Female,62,30,52,10,Carrier C,9.484871103379767,Supplier 1,Mumbai,19,719,1,23.631152912024046,Pass,3.005901537333155,Road,Route B,628.4058261371099
skincare,SKU6682,65.01255395516719,70,639,9866.465457979695,Female,93,4,96,5,Carrier B,4.458747678885207,Supplier 4,Delhi,10,676,7,76.29398904522965,Pending,0.7782597850191348,Air,Route A,430.41056482925103
skincare,SKU6683,81.07283465128243,41,566,4526.754335289363,Non-binary,61,23,38,8,Carrier C,3.43266033748864,Supplier 2,Mumbai,30,630,7,45.592080054121986,Fail,2.7358782744189614,Sea,Route B,644.6408184234895
haircare,SKU6684,16.205257163629334,39,659,5017.167986315502,Unknown,80,6,75,3,Carrier C,7.007159099377182,Supplier 1,Kolkata,6,814,3,13.434408115270585,Fail,1.7539022322171125,Rail,Route C,235.43623607498938
skincare,SKU6685,69.34917130182167,60,679,8371.822505138894,Unknown,40,19,24,6,Carrier B,5.323641713053092,Supplier 1,Chennai,7,944,20,40.80032217136346,Pending,0.8505917400476235,Air,Route A,398.204518099902
haircare,SKU6686,73.48956796334951,1,8,1725.7144685462863,Non-binary,83,24,44,10,Carrier B,6.659927127943426,Supplier 2,Mumbai,20,733,1,72.20893243253963,Pending,0.5084503184152684,Rail,Route B,285.02972204871
skincare,SKU6687,99.1713286386242,20,236,7109.036121128922,Unknown,0,17,8,8,Carrier A,8.533720541562888,Supplier 1,Mumbai,30,347,7,58.57978252441414,Fail,2.6785649803704117,Rail,Route A,376.28508362635216
skincare,SKU6688,25.965312703791817,54,285,6019.849039741797,Female,100,24,73,4,Carrier B,1.0134865660958965,Supplier 5,Delhi,18,456,13,48.88871566150308,Fail,2.283990555118555,Rail,Route A,335.7553059761141
haircare,SKU6689,37.78207117744043,12,643,1061.618523013288,Non-binary,47,21,51,7,Carrier A,4.487160527290079,Supplier 1,Delhi,20,948,11,53.13700672508722,Fail,1.8048496099229014,Sea,Route B,620.4164023325538
haircare,SKU6690,34.72475913780632,51,354,6213.598668381223,Non-binary,5,22,19,2,Carrier A,3.411279576391876,Supplier 5,Bangalore,24,845,12,69.81303213204208,Pass,2.135219240097302,Rail,Route B,752.4261126785908
skincare,SKU6691,40.96491131266635,85,8,1852.2199619884318,Female,58,12,52,5,Carrier C,8.73610114045135,Supplier 4,Kolkata,2,606,1,60.27325286485873,Pending,1.8082061043887718,Rail,Route B,295.7568086755483
haircare,SKU6692,84.93821582744957,82,871,3530.8933537057287,Female,85,8,1,3,Carrier C,9.92981624527726,Supplier 4,Chennai,9,545,1,30.239875211061037,Fail,1.3240167177985467,Road,Route B,736.727656887827
haircare,SKU6693,56.68765397613907,56,218,3530.975992635129,Unknown,28,8,78,8,Carrier C,6.991675865655854,Supplier 4,Mumbai,15,173,7,46.02022254374605,Fail,2.8382620776753273,Sea,Route A,941.379949898736
cosmetics,SKU6694,46.47919201610875,7,978,2836.5232202188995,Unknown,51,1,63,9,Carrier C,5.222218717100157,Supplier 1,Mumbai,11,985,20,1.0850685695870688,Pending,2.806775414523583,Sea,Route B,180.95010075161485
skincare,SKU6695,66.45378257633492,30,441,5337.289970776636,Unknown,86,19,77,4,Carrier A,5.949518168692119,Supplier 4,Bangalore,17,885,20,13.954635883570234,Pending,1.815693883521439,Air,Route C,103.91624796070496
skincare,SKU6696,64.65455179839726,83,702,2651.3087077067926,Non-binary,0,20,69,5,Carrier A,5.207647123842897,Supplier 2,Bangalore,12,646,1,70.43108613146659,Pending,0.41831457085181967,Rail,Route B,395.28812515371226
skincare,SKU6697,76.62474810125948,1,210,3660.070506998858,Male,77,15,29,5,Carrier C,7.093684303392657,Supplier 2,Bangalore,12,985,13,41.48761842363725,Pass,1.2391555317815213,Sea,Route A,682.4285014213647
haircare,SKU6698,37.77244252797692,68,409,7664.853173919684,Non-binary,77,15,72,9,Carrier A,7.894701713364769,Supplier 1,Bangalore,16,406,1,1.0850685695870688,Fail,2.8722352666109567,Rail,Route B,629.1267168198058
haircare,SKU6699,23.930980497004413,16,79,9161.97495040107,Unknown,30,6,23,5,Carrier A,1.1622604801503345,Supplier 1,Mumbai,28,751,1,76.71267066722969,Pending,0.7833041452659641,Road,Route C,124.9279327002364
haircare,SKU6700,88.1932939823713,69,446,3644.8116354854765,Male,39,1,52,2,Carrier B,2.5953249574328368,Supplier 2,Kolkata,7,640,23,64.5749670115936,Pending,1.6763921077341424,Road,Route B,602.0175271644017
haircare,SKU6701,53.398282525834105,72,517,6365.422826875982,Non-binary,76,1,82,1,Carrier B,4.0100195590155865,Supplier 3,Delhi,8,664,25,9.13630348167979,Fail,2.3898761619882447,Air,Route A,525.8217328244996
skincare,SKU6702,65.97258640251354,86,590,8401.662595805614,Unknown,0,4,41,7,Carrier C,8.39423620310123,Supplier 1,Delhi,6,985,23,69.8705875445155,Pass,1.9778208306939415,Air,Route B,771.674185933082
cosmetics,SKU6703,56.98934180252266,42,8,2766.0358597127647,Unknown,80,20,11,5,Carrier B,3.438818028209234,Supplier 2,Chennai,11,530,16,24.61457685215403,Fail,0.328473172511192,Air,Route B,115.88141653441215
skincare,SKU6704,50.94887645196622,14,87,4699.699565533774,Unknown,39,30,40,10,Carrier C,3.3479365149822744,Supplier 5,Chennai,16,930,7,66.16738222976932,Fail,4.060222313141404,Sea,Route B,103.91624796070496
skincare,SKU6705,95.4628414980989,51,598,4539.963270471892,Unknown,82,6,42,5,Carrier C,5.977667969499908,Supplier 5,Chennai,13,728,22,38.820094406968536,Fail,2.013699192543354,Air,Route A,643.9790270524252
cosmetics,SKU6706,35.11293312006558,49,492,3907.8434115404852,Non-binary,64,20,23,10,Carrier B,7.470727442812342,Supplier 1,Kolkata,25,587,14,19.077388435972907,Pass,3.508076341724074,Road,Route A,548.7853896982716
haircare,SKU6707,98.72894678162226,56,409,7814.4003877243795,Male,14,16,44,3,Carrier B,2.983507853479674,Supplier 2,Kolkata,23,723,16,1.0850685695870688,Pass,3.6342872205192682,Air,Route B,277.73973404581506
skincare,SKU6708,68.47128144969281,21,598,7663.709939674853,Female,47,28,69,5,Carrier A,6.062860266290033,Supplier 2,Delhi,20,521,4,64.4120341783309,Fail,1.0479192205001189,Sea,Route B,270.10418392727786
cosmetics,SKU6709,43.015288711944876,43,8,7067.936008261946,Non-binary,57,27,66,7,Carrier C,6.163693981099762,Supplier 5,Delhi,7,568,15,48.87704429977457,Fail,0.0186075676310149,Air,Route B,407.76440469682694
haircare,SKU6710,1.6999760138659377,5,642,5157.557622005729,Female,63,8,35,2,Carrier B,9.330636797922425,Supplier 3,Kolkata,19,616,30,70.33392412011203,Pass,2.5872363759541157,Air,Route A,376.1317735871777
skincare,SKU6711,36.69809904884914,63,438,9866.465457979695,Female,90,10,34,4,Carrier B,5.883818209358305,Supplier 2,Delhi,9,554,16,45.271250829960664,Pass,3.8110463687414384,Road,Route A,729.4306993180876
haircare,SKU6712,87.64975208993062,12,542,7262.049482546496,Female,56,16,54,5,Carrier C,5.664794032293706,Supplier 2,Mumbai,14,529,7,1.0850685695870688,Pass,3.1746624862583572,Air,Route A,176.79519321132682
haircare,SKU6713,1.6999760138659377,1,501,7709.840086421744,Unknown,0,11,45,10,Carrier A,2.651692280962913,Supplier 5,Delhi,5,177,30,86.50419043001894,Pending,0.8462601225163129,Road,Route B,745.1211158958515
haircare,SKU6714,44.85261569906063,34,996,5757.187122887969,Non-binary,69,5,65,8,Carrier B,6.2282816539905586,Supplier 5,Bangalore,12,499,11,60.30350043766732,Fail,0.0186075676310149,Road,Route A,988.1105359815363
skincare,SKU6715,29.71375683388601,44,241,9710.659471912026,Male,94,18,42,2,Carrier C,5.875057341053362,Supplier 5,Chennai,1,770,13,18.10036335666086,Fail,3.4150385488951236,Rail,Route B,526.398197434634
haircare,SKU6716,50.10114246466759,42,625,4822.94761705462,Female,100,30,43,3,Carrier C,2.9757246737989167,Supplier 3,Chennai,21,876,12,36.025648203047815,Fail,3.4397395880561303,Air,Route C,542.1509212607554
skincare,SKU6717,9.248591340948451,17,297,7528.262984814408,Unknown,40,19,54,5,Carrier B,3.6038352138595675,Supplier 5,Bangalore,23,433,12,1.0850685695870688,Fail,1.9745468733097744,Rail,Route B,592.0344319555498
skincare,SKU6718,43.0896107380271,67,508,9866.465457979695,Unknown,75,12,81,7,Carrier B,5.586811530267682,Supplier 1,Kolkata,30,347,23,54.68928467318765,Pending,2.907939642938275,Sea,Route A,712.6787803952615
skincare,SKU6719,64.440716911392,38,190,2230.1032211868437,Male,100,29,78,10,Carrier C,5.532273497474645,Supplier 3,Kolkata,14,427,12,65.4150900545782,Pass,1.7454750615259915,Sea,Route B,368.5561857640379
cosmetics,SKU6720,40.76126054920102,100,470,2598.5237192100835,Female,90,7,1,3,Carrier B,9.190736579576162,Supplier 1,Chennai,26,582,17,35.452545911128254,Fail,0.43257217627770017,Rail,Route A,828.9986627169453
skincare,SKU6721,77.18384587304291,99,883,4868.200695642445,Non-binary,36,21,12,3,Carrier A,7.7035922878892364,Supplier 4,Bangalore,16,326,30,1.0850685695870688,Pass,1.5074240879880927,Air,Route B,483.2132513104808
skincare,SKU6722,17.328207162828242,1,331,5888.240796772338,Non-binary,41,15,59,7,Carrier B,5.414156130048722,Supplier 5,Mumbai,28,601,19,63.747387359991876,Fail,1.8011486601949778,Sea,Route B,388.7297747968469
haircare,SKU6723,65.83301105172083,1,451,1288.1167321007988,Male,24,11,50,8,Carrier A,5.1650223469237515,Supplier 5,Chennai,6,847,12,64.30573303933954,Pass,2.7048999686861044,Sea,Route B,779.9603833944811
cosmetics,SKU6724,35.7557143479027,32,29,9581.535543350175,Non-binary,63,2,34,7,Carrier B,6.500361691916145,Supplier 1,Bangalore,7,985,17,6.237482119623344,Pending,0.8193528182515746,Air,Route B,350.67605219355926
skincare,SKU6725,41.395941349563216,47,548,2622.894797945861,Female,36,14,70,6,Carrier B,4.772361105516371,Supplier 2,Kolkata,6,723,3,27.274450108560323,Fail,1.52271202645633,Road,Route A,103.91624796070496
skincare,SKU6726,6.677282668316003,79,526,6374.841815759696,Male,58,21,38,1,Carrier B,4.427769143163594,Supplier 2,Kolkata,22,706,12,65.43867659479956,Pass,1.499181712058379,Air,Route C,860.850896066602
haircare,SKU6727,50.53368112418267,71,267,7854.155466551096,Unknown,23,16,57,5,Carrier C,1.0134865660958965,Supplier 2,Delhi,6,725,19,58.0052210464881,Pending,2.912699832714765,Air,Route B,691.7654873813693
haircare,SKU6728,36.845527256754664,56,852,1425.6302441282014,Unknown,15,6,46,10,Carrier C,6.417459258416907,Supplier 3,Delhi,19,635,6,6.8458475410492525,Fail,2.4276881773750554,Rail,Route A,658.4017381743613
skincare,SKU6729,4.143902199570213,87,827,8970.720744917839,Female,1,1,80,5,Carrier A,3.190762237407155,Supplier 4,Mumbai,12,542,25,44.27027855340949,Fail,2.4392416331771223,Air,Route C,269.0500316899337
cosmetics,SKU6730,37.2136521953613,79,996,3580.5818952725303,Female,27,13,85,8,Carrier C,9.92981624527726,Supplier 2,Mumbai,23,350,13,53.60418425916474,Pending,1.0299065521768564,Air,Route B,105.85188059596896
skincare,SKU6731,17.80985575231219,42,774,4920.3938916713805,Unknown,38,26,43,7,Carrier C,2.698332847613284,Supplier 1,Delhi,15,417,15,59.780801107103485,Fail,3.783871696940691,Sea,Route C,377.9378455357231
haircare,SKU6732,36.14012812114656,20,684,4027.18640248217,Female,78,16,15,10,Carrier C,1.0134865660958965,Supplier 1,Mumbai,25,667,20,56.27575800891919,Pending,1.0669498623576443,Sea,Route B,417.5701567278906
cosmetics,SKU6733,34.172439192809634,95,63,6984.501318934488,Non-binary,70,26,53,7,Carrier B,3.216044850301076,Supplier 3,Kolkata,27,220,22,23.078707946500295,Fail,1.5673507983852457,Road,Route B,392.37899464246055
skincare,SKU6734,99.1713286386242,35,634,7309.000447910959,Unknown,29,17,69,6,Carrier B,9.92981624527726,Supplier 2,Chennai,14,634,1,53.907862737062615,Pending,1.9291834594593624,Road,Route B,720.0131976697792
skincare,SKU6735,70.76870650511871,85,996,6561.8597518191345,Non-binary,0,29,29,4,Carrier B,6.01765610398771,Supplier 1,Delhi,13,454,30,7.563132502391625,Pass,2.5264451301958775,Air,Route A,562.2881348736477
cosmetics,SKU6736,12.599313459929569,14,996,6743.174076244873,Non-binary,63,8,26,4,Carrier C,2.6897179153080715,Supplier 3,Delhi,30,183,13,43.1667449793236,Fail,1.6966370772072419,Road,Route B,562.4988626133494
cosmetics,SKU6737,85.79022533004394,57,254,3521.3622171171605,Female,42,19,92,6,Carrier A,2.8455395486425634,Supplier 3,Bangalore,14,513,1,59.672209965747626,Pending,2.133479756095103,Rail,Route B,598.0230948118207
skincare,SKU6738,59.38955524834317,82,450,1881.9853241872793,Male,100,16,25,7,Carrier C,8.422457920842357,Supplier 1,Bangalore,18,950,2,34.72783593276066,Pending,1.4859514820544923,Rail,Route A,278.0051093194786
cosmetics,SKU6739,86.93514993742815,39,899,4310.601797032125,Non-binary,20,28,42,3,Carrier B,7.2598573342436525,Supplier 4,Delhi,2,626,16,65.38087075375422,Pending,0.8897539865660973,Rail,Route A,428.155572903235
cosmetics,SKU6740,57.74974077966367,90,540,5988.962162100721,Non-binary,63,17,52,9,Carrier C,7.501160681366603,Supplier 3,Chennai,21,656,11,17.48591803841368,Fail,0.665965541146935,Air,Route C,632.5645483869215
haircare,SKU6741,62.11219426886465,23,8,2818.1953445224867,Unknown,33,5,23,5,Carrier C,1.0134865660958965,Supplier 1,Mumbai,22,632,2,85.40849759930114,Pending,2.007931807569363,Road,Route A,997.4134501331946
skincare,SKU6742,72.11921249044394,71,504,8299.923527634548,Female,29,11,46,7,Carrier A,2.984971122733266,Supplier 4,Chennai,15,714,16,2.0066952176572315,Pending,1.3233303413444923,Rail,Route A,147.60037137448455
cosmetics,SKU6743,96.88654007711139,95,763,5864.544351972438,Non-binary,52,30,53,1,Carrier B,7.441175694935676,Supplier 1,Kolkata,19,968,19,66.43652593479482,Pending,1.2818424125159196,Road,Route B,670.5884635868055
cosmetics,SKU6744,46.226161687939644,42,561,3850.5006859827117,Unknown,18,15,43,6,Carrier A,7.09416715213182,Supplier 2,Kolkata,14,385,18,54.81179009322887,Fail,3.084243102754456,Air,Route B,513.7186664531106
skincare,SKU6745,44.356322390583124,1,730,9866.465457979695,Non-binary,0,30,70,5,Carrier C,5.900810128314223,Supplier 4,Kolkata,13,642,26,47.029156905362626,Pending,0.9012796420359175,Rail,Route B,599.7702571586532
skincare,SKU6746,7.539811571660458,43,565,6299.833911054125,Male,35,19,34,3,Carrier A,5.07863264685692,Supplier 1,Bangalore,20,476,19,29.675822311400815,Pending,2.157487537898172,Road,Route B,338.7447064947456
skincare,SKU6747,6.0385006760684306,80,717,9866.465457979695,Male,15,11,90,10,Carrier A,6.440471420616161,Supplier 2,Kolkata,1,504,8,72.11866967178969,Pass,2.657827801141002,Air,Route B,202.68154260764658
cosmetics,SKU6748,52.1379853709174,29,8,5495.198240949974,Female,58,17,73,7,Carrier B,5.6758020489898,Supplier 2,Mumbai,20,675,13,99.46610860359912,Pending,3.2402659158059404,Air,Route B,837.5381044224858
skincare,SKU6749,9.401583151500787,62,8,4380.152896718466,Non-binary,87,15,96,7,Carrier A,6.063973067845467,Supplier 5,Kolkata,1,104,28,88.82063023462577,Fail,3.1963938584055858,Air,Route A,563.6271653812773
haircare,SKU6750,36.00929715611179,50,498,9866.465457979695,Unknown,64,23,56,1,Carrier B,6.037947972626007,Supplier 4,Bangalore,6,815,22,58.19490743005381,Pending,1.8420342711007573,Air,Route B,395.93155487559943
cosmetics,SKU6751,40.75509699567992,68,937,9866.465457979695,Unknown,35,15,40,2,Carrier C,5.4508132549371675,Supplier 1,Kolkata,16,985,8,12.862001629597167,Pass,1.4392580212575863,Sea,Route A,402.96006475583613
cosmetics,SKU6752,34.4550256991595,57,316,8709.620366405814,Non-binary,58,30,14,4,Carrier A,6.112413565843224,Supplier 1,Delhi,12,717,23,26.39226938516973,Pending,2.6709188845739993,Rail,Route A,538.5510342994172
haircare,SKU6753,57.168491719298956,25,842,4397.852856575667,Unknown,58,20,89,9,Carrier A,9.92981624527726,Supplier 3,Kolkata,27,776,22,80.07650474136985,Pending,3.961720457874253,Road,Route C,368.23030500453336
haircare,SKU6754,90.26669655931856,46,209,8524.54582394125,Unknown,38,16,36,7,Carrier C,2.719197783665917,Supplier 5,Kolkata,14,473,8,39.40489761197357,Pending,2.4013127023485925,Rail,Route C,484.35312702058906
haircare,SKU6755,39.126385265313225,69,8,1061.618523013288,Non-binary,74,19,2,5,Carrier A,4.969038463469184,Supplier 1,Bangalore,17,705,4,18.499875558490228,Fail,2.976244465954701,Rail,Route A,450.6738718899577
cosmetics,SKU6756,85.65276536846982,13,501,6078.817959141443,Non-binary,20,12,33,3,Carrier B,5.894485866341556,Supplier 1,Mumbai,6,347,14,96.53290391745684,Pending,4.143283034393254,Air,Route B,924.3418247551793
haircare,SKU6757,41.046009550476015,65,312,8288.309201177108,Female,11,27,42,6,Carrier C,7.693358653476849,Supplier 2,Chennai,21,985,1,8.913251099283073,Pending,2.672008126105549,Rail,Route C,594.0753183692499
haircare,SKU6758,14.040810068115988,75,511,2804.5256588436087,Male,14,18,28,6,Carrier B,1.0134865660958965,Supplier 4,Bangalore,24,681,15,38.3843547333574,Fail,2.0722507841552207,Road,Route A,540.927114723428
cosmetics,SKU6759,52.8482835782766,42,656,4908.19955930989,Unknown,96,17,78,8,Carrier B,9.92981624527726,Supplier 2,Kolkata,16,739,30,1.0850685695870688,Pending,4.939255288620948,Rail,Route B,775.3584627941159
cosmetics,SKU6760,66.92324528140989,1,580,7200.390687581568,Non-binary,65,28,8,7,Carrier B,6.4089725046922785,Supplier 1,Bangalore,30,545,24,26.802654212624134,Pending,0.6947865184609459,Sea,Route B,551.3676247317887
haircare,SKU6761,66.27791439489057,48,763,4496.0785185955765,Male,70,13,55,5,Carrier B,5.670944727052206,Supplier 2,Bangalore,3,417,13,35.80950313801519,Pending,2.5613945198614316,Road,Route B,477.97558925200246
cosmetics,SKU6762,39.721515344265455,55,925,2221.9238634327326,Female,46,17,88,10,Carrier A,3.4288451474239294,Supplier 5,Kolkata,20,985,19,99.46610860359912,Fail,3.2490041286165767,Sea,Route A,540.7357146178502
skincare,SKU6763,99.1713286386242,42,228,4806.994113616995,Unknown,24,25,81,6,Carrier C,6.736058129736991,Supplier 2,Chennai,10,480,2,83.01903851962842,Pass,1.595175684532659,Rail,Route C,374.9756951852744
haircare,SKU6764,85.09277592173524,57,487,6616.096237679453,Non-binary,66,22,13,5,Carrier B,9.686643797099308,Supplier 3,Delhi,4,272,9,48.38229725409171,Pending,4.1704305860351605,Rail,Route C,585.9201766885753
haircare,SKU6765,92.07917321010936,58,313,8822.214022720986,Unknown,46,1,77,6,Carrier B,1.933676576002512,Supplier 4,Chennai,12,581,20,76.20100083317948,Fail,3.027144129812214,Road,Route A,373.1282882406434
skincare,SKU6766,55.54229195188841,55,527,8758.531264248459,Unknown,10,17,22,10,Carrier B,3.4075192997526877,Supplier 4,Delhi,12,813,7,90.63217257531969,Pending,2.0006185146184725,Sea,Route B,153.48753195453605
skincare,SKU6767,56.29371669386922,52,500,7900.289286947616,Unknown,75,1,75,6,Carrier C,1.8641385220250841,Supplier 2,Kolkata,10,709,22,60.42515375727614,Pending,2.9557001256710986,Road,Route A,793.261000314041
skincare,SKU6768,1.6999760138659377,46,508,9866.465457979695,Unknown,29,9,52,5,Carrier B,9.92981624527726,Supplier 1,Chennai,17,811,15,76.42006938987879,Pending,2.998867916750243,Air,Route B,226.01767584145932
haircare,SKU6769,51.10584761443324,73,539,5078.2862880412185,Unknown,34,13,83,5,Carrier B,6.8158277241161285,Supplier 5,Chennai,18,655,15,71.9375209673026,Pass,1.4759389463398582,Air,Route A,182.22938699864238
skincare,SKU6770,55.992456953223936,100,472,8448.922942262936,Female,69,27,20,10,Carrier B,1.0134865660958965,Supplier 5,Delhi,15,641,18,22.466756104957195,Pending,2.3265389863656067,Road,Route B,304.94135212130607
skincare,SKU6771,66.8047326536864,73,620,9070.709501141804,Unknown,24,1,67,9,Carrier C,3.866036584846583,Supplier 1,Mumbai,30,413,17,27.8792545106226,Fail,4.551704999674827,Road,Route B,437.65975720667325
cosmetics,SKU6772,39.42164191309774,100,702,8068.123444517216,Unknown,0,15,75,9,Carrier A,3.9183469539166857,Supplier 1,Bangalore,18,333,3,13.978289074397303,Pass,3.4870530110495848,Road,Route A,783.5358738775606
haircare,SKU6773,99.1713286386242,69,173,3709.5100536333102,Unknown,23,21,92,4,Carrier C,8.37147550432208,Supplier 2,Kolkata,14,985,18,20.16874186407779,Fail,1.4044355888581426,Rail,Route A,729.4205732789095
cosmetics,SKU6774,99.1713286386242,55,8,4399.086087570163,Unknown,83,28,59,6,Carrier C,5.108378700150916,Supplier 2,Chennai,30,298,11,25.77803878712181,Pending,2.6950239842229275,Sea,Route A,843.8426647917888
haircare,SKU6775,4.984576555929081,50,344,8990.27696119954,Male,32,14,56,6,Carrier A,8.990164985641501,Supplier 1,Mumbai,17,382,20,70.68927598175992,Pass,0.9943481516831183,Air,Route A,997.4134501331946
skincare,SKU6776,65.46375182490598,1,411,5480.507612340513,Unknown,54,24,76,1,Carrier C,4.5301378710009015,Supplier 5,Chennai,27,833,7,91.77366992965716,Pending,1.7151693123556622,Sea,Route A,814.5661875215303
haircare,SKU6777,75.14181791402552,91,398,8172.445434462636,Male,60,18,1,3,Carrier B,3.966209583000511,Supplier 5,Mumbai,11,273,21,20.24595083519032,Pending,2.146977605452039,Rail,Route C,512.3432596959902
skincare,SKU6778,26.747507760466398,100,450,7173.399206262864,Non-binary,69,25,74,6,Carrier A,7.310698846991872,Supplier 2,Kolkata,26,681,23,43.096451202683674,Pending,1.6459358331551233,Rail,Route C,431.17055585720834
haircare,SKU6779,1.6999760138659377,29,285,5049.904962184461,Non-binary,26,17,12,6,Carrier C,3.0770390066695654,Supplier 4,Bangalore,10,177,16,91.60730860485567,Pass,1.82122567350299,Air,Route B,370.3458343221091
haircare,SKU6780,41.25794029914809,60,164,1061.618523013288,Non-binary,39,13,96,3,Carrier A,1.6032091365103804,Supplier 2,Kolkata,17,985,5,45.93591326838294,Pending,2.4700941272052064,Sea,Route B,409.11945066680244
